2015-02-04,CBIZ Inc,CBZ,8.59,8.67,8.48,8.51
2015-02-04,CBL&Associates Properties,CBL,20.78,21.09,20.68,21.02
2015-02-04,CBRE Group,CBG,33.52,33.85,33.26,33.74
2015-02-04,CBS Cl A,CBSA,57.87,57.87,57.73,57.74
2015-02-04,CBS Cl B,CBS,57,57.48,56.03,56.74
2015-02-04,CDI,CDI,17.65,17.86,17.46,17.57
2015-02-04,Cedar Fair,FUN,53.72,54.5,53.68,54.17
2015-02-04,Cedar Realty Trust,CDR,7.96,8,7.91,7.99
2015-02-04,Celadon Group,CGI,23.96,24.66,23.82,24.28
2015-02-04,Celanese Series A,CE,54.62,55.57,54.42,55.12
2015-02-04,Celestica,CLS,11.26,11.38,11.15,11.2
2015-02-04,Cellcom Israel,CEL,5.54,5.6,5.4,5.48
2015-02-04,Cementos Pacasmayo ADS,CPAC,8.4,8.52,8.37,8.5
2015-02-04,Cemex ADS,CX,9.37,9.38,8.72,8.79
2015-02-04,Cencosud ADS,CNCO,7.72,7.87,7.72,7.86
2015-02-04,Cenovus Energy,CVE,20.17,20.2,19.27,19.93
2015-02-04,Centene,CNC,111.99,116.14,111.66,115.1
2015-02-04,CenterPoint Energy,CNP,22.73,22.92,22.52,22.8
